D_INTERVIEW,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q195
170070904,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,6.0,1.0,5.0,1.0,10.0,1.0,1.0,1.0,1.0,8.0
170071000,1.0,10.0,1.0,1.0,4.0,1.0,6.0,1.0,8.0,10.0,1.0,10.0,1.0,10.0,1.0,1.0,8.0,1.0,10.0
170071009,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,6.0,9.0,1.0,6.0,1.0,1.0,1.0,1.0,7.0,1.0,10.0
170071010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170071012,10.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170071013,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170071014,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
170071018,1.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0
170071020,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
170071024,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0
170071029,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170071042,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0
170071045,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170071046,10.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,10.0
170071051,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,7.0
170071052,1.0,3.0,1.0,3.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
170071053,1.0,10.0,10.0,8.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0
